address,length,value
"101a2f04",28,"""[{}] Created menu page '{}'"""
"101a2f20",10,"""%s: %.3lf"""
"101a2f2c",9,"""%s: %lld"""
"101a2f38",10,"""Debugmenu"""
"101a2f44",43,"""[{}] Registered Int8 entry '{}' under '{}'"""
"101a2f70",44,"""[{}] Registered Int16 entry '{}' under '{}'"""
"101a2f9c",44,"""[{}] Registered Int32 entry '{}' under '{}'"""
"101a2fc8",44,"""[{}] Registered Int64 entry '{}' under '{}'"""
"101a2ff4",44,"""[{}] Registered UInt8 entry '{}' under '{}'"""
"101a3020",45,"""[{}] Registered UInt16 entry '{}' under '{}'"""
"101a3050",45,"""[{}] Registered UInt32 entry '{}' under '{}'"""
"101a3080",45,"""[{}] Registered UInt64 entry '{}' under '{}'"""
"101a30b0",46,"""[{}] Registered Float32 entry '{}' under '{}'"""
"101a30e0",46,"""[{}] Registered Float64 entry '{}' under '{}'"""
"101a3110",42,"""[{}] Registered Cmd entry '{}' under '{}'"""
"101a313c",45,"""[{}] Registered Color3 entry '{}' under '{}'"""
"101a3170",38,"""[{}] Failed to create DX9 hook thread"""
"101a3198",63,"""[{}] Debug menu input hooks installed; DX9 hook thread started"""
"101a3378",18,"""WTH_EXTRASUNNY_LS"""
"101a338c",13,"""WTH_SUNNY_LS"""
"101a339c",24,"""WTH_EXTRASUNNY_SMOG_LS"""
"101a33b4",20,"""WTH_SUNNY_SMOG_LS"""
"101a33c8",16,"""WTH_CLOUDY_LS"""
"101a33d8",16,"""WTH_SUNNY_SF"""
"101a33e8",20,"""WTH_EXTRASUNNY_SF"""
"101a33fc",16,"""WTH_CLOUDY_SF"""
"101a340c",16,"""WTH_RAINY_SF"""
"101a341c",16,"""WTH_FOGGY_SF"""
"101a342c",16,"""WTH_SUNNY_LV"""
"101a343c",20,"""WTH_EXTRASUNNY_LV"""
"101a3450",16,"""WTH_CLOUDY_LV"""
"101a3460",28,"""WTH_EXTRASUNNY_COUNTRYSIDE"""
"101a347c",24,"""WTH_SUNNY_COUNTRYSIDE"""
"101a3494",24,"""WTH_CLOUDY_COUNTRYSIDE"""
"101a34ac",24,"""WTH_RAINY_COUNTRYSIDE"""
"101a34c4",24,"""WTH_EXTRASUNNY_DESERT"""
"101a34dc",20,"""WTH_SUNNY_DESERT"""
"101a34f0",24,"""WTH_SANDSTORM_DESERT"""
"101a3508",20,"""WTH_UNDERWATER_SA"""
"101a351c",16,"""WTH_SUNNY_LC"""
"101a352c",16,"""WTH_CLOUDY_LC"""
"101a353c",16,"""WTH_RAINY_LC"""
"101a355c",16,"""WTH_SUNNY_VC"""
"101a356c",16,"""WTH_CLOUDY_VC"""
"101a357c",16,"""WTH_RAINY_VC"""
"101a359c",20,"""WTH_EXTRASUNNY_VC"""
"101a35b0",20,"""WTH_HURRICANE_VC"""
"101a35c4",16,"""WTH_SUNNY_BW"""
"101a35d4",16,"""WTH_CLOUDY_BW"""
"101a35e4",16,"""WTH_RAINY_BW"""
"101a3604",20,"""WTH_EXTRASUNNY_BW"""
"101a3618",20,"""WTH_HURRICANE_BW"""
"101a362c",20,"""WTH_WINTER_SUNNY_BW"""
"101a3640",24,"""WTH_WINTER_CLOUDY_BW"""
"101a3668",20,"""WTH_WINTER_FOGGY_BW"""
"101a367c",28,"""WTH_WINTER_EXTRASUNNY_BW"""
"101a3698",20,"""WTH_SNOWSTORM_BW"""
"101a36ac",20,"""WTH_FALL_SUNNY_BW"""
"101a36c0",20,"""WTH_FALL_CLOUDY_BW"""
"101a36d4",20,"""WTH_FALL_RAINY_BW"""
"101a36e8",20,"""WTH_FALL_FOGGY_BW"""
"101a36fc",24,"""WTH_FALL_EXTRASUNNY_BW"""
"101a3714",24,"""WTH_FALL_HURRICANE_BW"""
"101a372c",16,"""WTH_SUNNY_LC_2"""
"101a373c",16,"""WTH_CLOUDY_LC_2"""
"101a374c",16,"""WTH_RAINY_LC_2"""
"101a375c",16,"""WTH_FOGGY_LC_2"""
"101a376c",20,"""WTH_EXTRASUNNY_LC"""
"101a3780",20,"""WTH_HURRICANE_LC"""
"101a37b0",16,"""WTH_SUNNY_VC_2"""
"101a37c0",16,"""WTH_CLOUDY_VC_2"""
"101a37d0",16,"""WTH_RAINY_VC_2"""
"101a37e0",16,"""WTH_FOGGY_VC_2"""
"101a37f0",20,"""WTH_EXTRASUNNY_VC_2"""
"101a3804",20,"""WTH_HURRICANE_VC_2"""
"101a3818",20,"""WTH_ULTRASUNNY_VC"""
"101a382c",20,"""WTH_SUNNY_MIDWAY"""
"101a3840",20,"""WTH_CLOUDY_MIDWAY"""
"101a3854",20,"""WTH_RAINY_MIDWAY"""
"101a3868",20,"""WTH_FOGGY_MIDWAY"""
"101a387c",24,"""WTH_EXTRASUNNY_MIDWAY"""
"101a3894",20,"""WTH_SUNNY_MIDWEST"""
"101a38a8",20,"""WTH_CLOUDY_MIDWEST"""
"101a38bc",20,"""WTH_RAINY_MIDWEST"""
"101a38d0",20,"""WTH_FOGGY_MIDWEST"""
"101a38e4",24,"""WTH_EXTRASUNNY_MIDWEST"""
"101a38fc",20,"""WTH_SNOWY_MIDWEST"""
"101a3910",16,"""WTH_SUNNY_CC"""
"101a3920",16,"""WTH_CLOUDY_CC"""
"101a3930",16,"""WTH_RAINY_CC"""
"101a3950",20,"""WTH_EXTRASUNNY_CC"""
"101a3964",16,"""WTH_SNOWY_CC"""
"101a3974",16,"""WTH_SUNNY_RC"""
"101a3984",16,"""WTH_CLOUDY_RC"""
"101a3994",16,"""WTH_RAINY_RC"""
"101a39a4",16,"""WTH_FOGGY_RC"""
"101a39b4",20,"""WTH_EXTRASUNNY_RC"""
"101a39c8",16,"""WTH_SUNNY_PO"""
"101a39d8",16,"""WTH_CLOUDY_PO"""
"101a39e8",16,"""WTH_RAINY_PO"""
"101a39f8",16,"""WTH_FOGGY_PO"""
"101a3a08",20,"""WTH_EXTRASUNNY_PO"""
"101a3a1c",16,"""WTH_SUNNY_CM"""
"101a3a2c",16,"""WTH_CLOUDY_CM"""
"101a3a3c",16,"""WTH_RAINY_CM"""
"101a3a4c",16,"""WTH_FOGGY_CM"""
"101a3a5c",20,"""WTH_EXTRASUNNY_CM"""
"101a3a70",20,"""WTH_HURRICANE_CM"""
"101a3a84",20,"""WTH_EXTRACOLOURS_1"""
"101a3a98",20,"""WTH_EXTRACOLOURS_2"""
"101a3aac",20,"""WTH_EXTRACOLOURS_3"""
"101a3ac0",20,"""WTH_EXTRACOLOURS_4"""
"101a3ad8",20,"""WTH_EXTRACOLOURS_5"""
"101a3af8",20,"""WTH_EXTRACOLOURS_6"""
"101a3b10",20,"""WTH_EXTRACOLOURS_7"""
"101a3b24",10,"""WTH_TOTAL"""
"101a3b30",34,"""Project Eagle debug pager message"""
"101a3b54",12,"""New weather"""
"101a3b60",15,"""PECore|Weather"""
"101a3b70",12,"""Old weather"""
"101a3b7c",27,"""Forced weather (-1 random)"""
"101a3b98",20,"""Graph sample radius"""
"101a3bac",23,"""Min visual contributor"""
"101a3bcc",23,"""PECore|Weather|Readout"""
"101a3bec",10,"""Foggyness"""
"101a3bf8",10,"""Sun Glare"""
"101a3c04",8,"""Rainbow"""
"101a3c14",13,"""Wind Clipped"""
"101a3c24",10,"""Sandstorm"""
"101a3c30",10,"""Heat Haze"""
"101a3c3c",13,"""Heat Haze FX"""
"101a3c4c",15,"""Traffic Lights"""
"101a3c5c",13,"""Water Fog FX"""
"101a3c70",85,"""Target weather the game is blending toward. Set to preview a weather type instantly."""
"101a3cc8",87,"""Weather the game is blending away from. Pair with New weather to preview a transition."""
"101a3d20",68,"""Lock the weather to one type. -1 lets the normal weather cycle run."""
"101a3d68",146,"""Radius (game units) sampled around the player when reading the weather graph. Larger = smoother regional blends, smaller = sharper local changes."""
"101a3e00",140,"""Weather types contributing less than this weight are ignored when blending visuals. Raise to cut faint contributors, lower to include more."""
"101a3e8c",11,"""VCS trails"""
"101a3e98",14,"""PECore|PostFX"""
"101a3ea8",18,"""Radiosity enabled"""
"101a3ebc",15,"""Game radiosity"""
"101a3ecc",13,"""Color filter"""
"101a3edc",13,"""Trails limit"""
"101a3eec",17,"""Trails intensity"""
"101a3f00",20,"""PS2 Darkness filter"""
"101a3f14",19,"""PS2 Darkness alpha"""
"101a3f28",20,"""Heat Haze FX (Game)"""
"101a3f3c",14,"""Speed Blur FX"""
"101a3f4c",17,"""Speed Blur alpha"""
"101a3f60",13,"""Grain Effect"""
"101a3f70",12,"""CCTV Effect"""
"101a3f7c",13,"""Night Vision"""
"101a3f8c",19,"""Night Vision Grain"""
"101a3fa0",16,"""Infrared Vision"""
"101a3fb0",22,"""Infrared Vision Grain"""
"101a3fc8",16,"""Water FX Enable"""
"101a3fd8",20,"""Global Color Enable"""
"101a3fec",63,"""VCS-style motion trails (frame-blending). Off = no trail blur."""
"101a402c",58,"""Enable PECore's radiosity (color-bleed glow) post effect."""
"101a4068",60,"""Use the stock game radiosity instead of the PECore version."""
"101a40a8",75,"""Swap the screen color grade to mimic another GTA era (III/VC/SA/PS2/etc.)."""
"101a40f8",80,"""Maximum number of trail layers retained. Higher = longer trails, more GPU cost."""
"101a4148",73,"""Opacity/strength of each trail layer. Higher = more pronounced smearing."""
"101a4194",50,"""PS2-style darkening overlay applied to the scene."""
"101a41c8",65,"""Opacity of the PS2 darkness overlay (0 = invisible, 255 = full)."""
"101a420c",54,"""Stock heat-shimmer distortion (deserts, hot weather)."""
"101a4244",41,"""Radial blur that kicks in at high speed."""
"101a4270",49,"""Strength of the speed blur (0 = off, 255 = max)."""
"101a42a4",26,"""Film-grain noise overlay."""
"101a42c0",39,"""Security-camera look (scanlines/tint)."""
"101a42e8",28,"""Green night-vision overlay."""
"101a4304",45,"""Noise strength while night vision is active."""
"101a4334",26,"""Thermal/infrared overlay."""
"101a4350",48,"""Noise strength while infrared vision is active."""
"101a4380",47,"""Enable PECore's water post-processing effects."""
"101a43b0",51,"""Master switch for PECore's color-grading pipeline."""
"101a43e4",14,"""Show patchlog"""
"101a43f4",16,"""PECore|PatchLog"""
"101a4404",62,"""Overlay the list of memory patches PECore applied at startup."""
"101a4444",18,"""Add pager message"""
"101a4458",13,"""PECore|Pager"""
"101a4468",18,"""Add money message"""
"101a447c",20,"""Clear pager message"""
"101a4490",71,"""Spawn a test GTA III-style pager message (verifies the pager renders)."""
"101a44d8",56,"""Spawn a floating +$1000 money message above the player."""
"101a4510",46,"""Clear any pager messages currently on screen."""
"101a4540",23,"""Open Profiler (Ctrl+P)"""
"101a4558",16,"""PECore|Profiler"""
"101a4568",146,"""Open the live profiler window: streaming/file churn, memory & fragmentation, model integrity, and frame-time breakdown. Also toggled with Ctrl+P."""
"101a4600",98,"""[{}] PECore debug menu initialized (Weather, PostFX, PatchLog, Pager, Profiler groups registered)"""
"101a466c",8,"""Timecyc"""
"101a4674",8,"""Ambient"""
"101a467c",12,"""Ambient Obj"""
"101a4688",16,"""Ambient Blur"""
"101a4698",20,"""Ambient Obj Blur"""
"101a46ac",12,"""Directional"""
"101a46b8",12,"""Mat Mult"""
"101a46c4",8,"""Sky Top"""
"101a46cc",12,"""Sky Bottom"""
"101a46d8",12,"""Sun Core"""
"101a46e4",12,"""Sun Corona"""
"101a46f0",12,"""Low Cloud"""
"101a46fc",16,"""Bottom Cloud"""
"101a470c",12,"""Top Cloud"""
"101a4718",8,"""Water"""
"101a473c",14,"""TimeCyc Reset"""
"101a474c",31,"""[{}] TimeCyc reset to defaults"""
"101a476c",53,"""TimeCyc saved to data dir and original got backed up"""
"101a47a4",31,"""[{}] TimeCyc saved to data dir"""
"101a47c4",9,"""##swatch"""
"101a47d0",12,"""Color Slots"""
"101a47dc",13,"""Editing:  %s"""
"101a47ec",14,"""Sun & Sprites"""
"101a4804",12,"""Sun Size##v"""
"101a4810",15,"""Sprite Size##v"""
"101a4820",21,"""Sprite Brightness##v"""
"101a4838",8,"""Shadows"""
"101a4840",10,"""Shadow##v"""
"101a484c",16,"""Light Shadow##v"""
"101a485c",15,"""Pole Shadow##v"""
"101a486c",11,"""Atmosphere"""
"101a4880",12,"""Far Clip##v"""
"101a488c",13,"""Fog Start##v"""
"101a489c",19,"""Light on Ground##v"""
"101a48b0",15,"""Water & Clouds"""
"101a48c0",15,"""Water Alpha##v"""
"101a48d0",15,"""Cloud Alpha##v"""
"101a48e0",19,"""Water Fog Alpha##v"""
"101a48f4",13,"""PostFX Alpha"""
"101a4904",18,"""PostFX 1 Alpha##v"""
"101a4918",18,"""PostFX 2 Alpha##v"""
"101a492c",17,"""Radiosity & Wind"""
"101a4940",23,"""Radiosity Intensity##v"""
"101a4958",19,"""Radiosity Limit##v"""
"101a496c",15,"""Dark Factor##v"""
"101a497c",19,"""Wind Multiplier##v"""
"101a4990",6,"""Sunny"""
"101a4998",11,"""ExtraSunny"""
"101a49a4",7,"""Cloudy"""
"101a49ac",6,"""Rainy"""
"101a49b4",6,"""Foggy"""
"101a49bc",10,"""Hurricane"""
"101a49c8",6,"""Snowy"""
"101a49d0",10,"""SnowStorm"""
"101a49dc",10,"""SandStorm"""
"101a49e8",11,"""ExtraColor"""
"101a49f4",13,"""Color Filter"""
"101a4a04",12,"""Current: %s"""
"101a4a10",19,"""Color Filter##prop"""
"101a4a24",14,"""Handling Type"""
"101a4a34",20,"""Handling Type##prop"""
"101a4a48",16,"""Weather Variant"""
"101a4a58",22,"""Weather Variant##prop"""
"101a4a70",6,"""Flags"""
"101a4a78",18,"""Flags (hex)##prop"""
"101a4a8c",25,"""Timecyc Editor##TCEditor"""
"101a4aa8",20,"""  Time Cycle Editor"""
"101a4abc",8,"""%02d:00"""
"101a4ac4",9,"""Hour##tc"""
"101a4ad4",12,"""Weather##tc"""
"101a4ae0",17,"""Live Preview##tc"""
"101a4af4",11,"""Filter: %s"""
"101a4b00",10,"""Reset##tc"""
"101a4b0c",9,"""Save##tc"""
"101a4b18",11,"""Reload##tc"""
"101a4b24",9,"""##TCTabs"""
"101a4b30",14,"""Colors##tctab"""
"101a4b40",14,"""Values##tctab"""
"101a4b50",18,"""Properties##tctab"""
"101a4b64",7,"""opened"""
"101a4b6c",7,"""closed"""
"101a4b74",30,"""[{}] Timecyc editor window {}"""
"101a4b94",14,"""Reset timecyc"""
"101a4ba4",15,"""PECore|Timecyc"""
"101a4bb4",13,"""Save timecyc"""
"101a4bc4",12,"""Blur colors"""
"101a4bd0",19,"""Directional colors"""
"101a4be4",27,"""Stories weather (III & VC)"""
"101a4c00",20,"""Open Timecyc Editor"""
"101a4c18",89,"""[{}] Timecyc debug menu initialized ({} color slots, editor + global toggles registered)"""
"101a4daf",9,"""?trace"""
"101a4db8",8,"""debug"""
"101a4dc8",8,"""warning"""
"101a4dd0",8,"""error"""
"101a4dd8",12,"""critical"""
"101a4e50",7,"""PECore"""
"101a4e74",7,"""Sunday"""
"101a4e7c",7,"""Monday"""
"101a4e84",8,"""Tuesday"""
"101a4e8c",10,"""Wednesday"""
"101a4e98",9,"""Thursday"""
"101a4ea4",7,"""Friday"""
"101a4eac",9,"""Saturday"""
"101a4eec",8,"""January"""
"101a4ef4",9,"""February"""
"101a4f00",6,"""March"""
"101a4f08",6,"""April"""
"101a4f20",7,"""August"""
"101a4f28",10,"""September"""
"101a4f34",8,"""October"""
"101a4f3c",9,"""November"""
"101a4f48",9,"""December"""
"101a4f70",8,"""generic"""
"101a4f7c",7,"""error """
"101a4f98",31,"""Failed getting timezone info. """
"101a4fc8",6,"""{:02}"""
"101a4fd0",65,"""                                                                """
"101a53f0",13,"""CrashHandler"""
"101a5400",9,"""SETTINGS"""
"101a5418",70,"""Starting Project Eagle Core (Jun 15 2026)\nAuthor: Madhav2609, Grinch_"""
"101a5460",32,"""[{}] Date: {}-{}-{} Time: {}:{}"""
"101a5480",34,"""[{}] Detected GTA SA v1.0 COMPACT"""
"101a54a4",34,"""[{}] Detected GTA SA v1.0 HOODLUM"""
"101a54c8",26,"""FramerateVigilante.SA.asi"""
"101a54e4",9,"""grgx.asi"""
"101a54f0",14,"""HeliFixSA.asi"""
"101a5500",12,"""EarShot.asi"""
"101a550c",9,"""CLEO.asi"""
"101a5518",64,"""Project Eagle Core contains the functions of these plugins,\n\n"""
"101a5558",29,"""- FramerateVigilante.SA.asi\n"""
"101a5578",12,"""- grgx.asi\n"""
"101a5584",17,"""- HeliFixSA.asi\n"""
"101a5598",15,"""- EarShot.asi\n"""
"101a55a8",54,"""\nHaving both of them installed may cause instability."""
"101a55e0",26,"""Deprecated plugins found!"""
"101a55fc",19,"""Project Eagle Core"""
"101a5610",39,"""CLEO Library 4.4 or above is required!"""
"101a5638",44,"""[{}] CLEO Library 4.4 or above is required!"""
"101a5664",52,"""[{}] Unknown game version. GTA SA v1.0 US required!"""
"101a59e0",6,"""Enums"""
"101a59e8",60,"""[{}] Enum systems initialized ({} weather type names built)"""
"101a5a28",20,"""DATA\\scrollbars.dat"""
"101a5a3c",40,"""ERROR LOADING SCROLLBARS.DAT . . .   """
"101a5a64",32,"""NO DATA FOR THIS TYPE . . .   """
"101a5a84",16,"""AnimatedObjects"""
"101a5a9c",8,"""TRAFFIC"""
"101a5aa4",16,"""ENTERTAINMENT"""
"101a5ab4",16,"""AIRPORT_DOORS"""
"101a5ac4",16,"""AIRPORT_FRONT"""
"101a5ad4",8,"""STORE"""
"101a5adc",12,"""USED_CARS"""
"101a5ae8",6,"""%f %f"""
"101a5af0",7,"""TUNNEL"""
"101a5af8",8,"""BRIDGE"""
"101a5b08",8,"""WEATHER"""
"101a5b1c",21,"""POOR VISIBILITY !   """
"101a5b34",24,"""ROADS ARE SLIPPERY !   """
"101a5b4c",19,"""ENJOY YOUR TRIP   """
"101a5b60",23,"""[{}] Failed to open {}"""
"101a5b78",14,"""DRAW_DISTANCE"""
"101a5b88",45,"""[{}] Ignoring unknown scrollbar section [{}]"""
"101a5bb8",49,"""[{}] Invalid scrollbar draw distance config '{}'"""
"101a5bec",53,"""[{}] Ignoring scrollbar text outside a valid section"""
"101a5c24",52,"""[{}] {} did not contain any valid scrollbar entries"""
"101a5c58",12,"""fluffcorona"""
"101a5c64",21,"""Project Eagle Rocks!"""
"101a5f24",14,"""MoneyMessages"""
"101a5f38",89,"""[{}] Money messages hooked (SpecialFx init/render + money pickup inline hooks installed)"""
"101a5fa7",13,"""@CarCrusher"""
"101a5fb4",33,"""[{}] initialized at ({}, {}, {})"""
"101a5fd8",64,"""[{}] Models={},{},{} ActivationRadius={:.2f} CrushRadius={:.2f}"""
"101a6060",12,""" (override)"""
"101a606c",51,"""[{}] CrushZone offset = ({:.3f}, {:.3f}, {:.3f}){}"""
"101a60a0",48,"""[{}] Objects created successfully on attempt {}"""
"101a60d0",60,"""[{}] ProcessInitialized - Objects missing, going to cleanup"""
"101a610c",28,""" ~s~- ~w~Yes(Y) ~r~No(N)~s~"""
"101a6128",13,"""Reward: ~y~$"""
"101a6138",39,"""[{}] ProcessGrabbingCar - Vehicle lost"""
"101a6160",68,"""[{}] Lowering rope - Height={:.3f}, Target={:.3f}, Extension={:.2f}"""
"101a61a4",41,"""[{}] Vehicle grabbed, proceeding to lift"""
"101a61d0",32,"""[{}] Grab timeout, forcing lift"""
"101a61f0",128,"""[{}] Resetting - Veh at ({:.2f}, {:.2f}, {:.2f}), CrushZone at ({:.2f}, {:.2f}, {:.2f}), LocalX={:.2f}, LocalY={:.2f}, Z={:.2f}"""
"101a6270",15,"""You received $"""
"101a6280",129,"""[{}] Vehicle at ({:.2f}, {:.2f}, {:.2f}) - LocalSpace: X={:.2f} (limit {:.2f}), Y={:.2f} (limit {:.2f}), Z={:.2f} (limit {:.2f})"""
"101a6304",37,"""[{}] Vehicle DETECTED in crush zone!"""
"101a6330",128,"""[{}] Z calculation - VehHeight={:.2f}, ArmZ={:.2f}, VehTopZ={:.2f}, Clearance={:.2f}, Extension={:.2f}, TargetRopeHeight={:.3f}"""
"101a63b0",32,"""AUDIO\\EFFECTS\\CRUSCHER01.MP3"""
"101a63d0",32,"""AUDIO\\EFFECTS\\CRUSCHER02.MP3"""
"101a63f0",46,"""[{}] Offer started for vehicle with reward {}"""
"101a6420",50,"""[{}] Claiming vehicle for crushing with reward {}"""
"101a6454",56,"""[{}] Starting grab sequence, target rope height: {:.3f}"""
"101a648c",28,"""[{}] Vehicle offer declined"""
"101a64a8",59,"""[{}] Vehicle {} rejected - Speed {:.4f} > 0.5 (Sq: {:.4f})"""
"101a64e4",56,"""[{}] Vehicle {} rejected - Player inside (script check)"""
"101a651c",46,"""[{}] Vehicle {} rejected - NPC driver present"""
"101a654c",47,"""[{}] Vehicle {} ({}) rejected - Excluded model"""
"101a6584",62,"""[{}] Vehicle {} validated. Speed={:.4f}, Driver={}, Player={}"""
"101a65c4",52,"""[{}] CarCrusherManager initialized with {} crushers"""
"101a6764",9,"""GangWars"""
"101a6770",23,"""invalid stoul argument"""
"101a6788",28,"""stoul argument out of range"""
"101a6850",12,"""COUNTRYSIDE"""
"101a685c",12,"""LOS_SANTOS"""
"101a6868",12,"""LOSSANTOS"""
"101a6874",12,"""SAN_FIERRO"""
"101a6880",12,"""SANFIERRO"""
"101a688c",16,"""LAS_VENTURAS"""
"101a689c",12,"""LASVENTURAS"""
"101a68a8",12,"""LIBERTYCITY"""
"101a68b4",12,"""FROSTWATER"""
"101a68c0",16,"""INDEPENDENTCITY"""
"101a68d0",12,"""JACKALOPE"""
"101a68dc",11,"""CARCERCITY"""
"101a68e8",12,"""COTTONMOUTH"""
"101a68f4",15,"""UPSTATELIBERTY"""
"101a6904",10,"""BULLWORTH"""
"101a6910",21,"""ROSECITY_COUNTRYSIDE"""
"101a6928",20,"""ROSECITYCOUNTRYSIDE"""
"101a693c",9,"""DESERTEX"""
"101a6948",7,"""DESERT"""
"101a6958",65,"""[{}] ZoneCity map built: {} navzones, {} info slots, {} unmapped"""
"101a699c",32,"""[{}]   city {} ({}) -> {} zones"""
"101a69bc",58,"""[{}] Gang zone repaint queued after save load (active={})"""
"101a69f8",86,"""[{}] Gang data applied and zone repaint queued after game init (region={}, active={})"""
"101a6a50",89,"""[{}] Gang zones repainted after world init (region={}, zones={}, drawable={}, active={})"""
"101a6ab0",89,"""[{}] Gang zone repaint timed out with no drawable zones (region={}, zones={}, active={})"""
"101a6b0c",42,"""[{}] Gang data switched to city region {}"""
"101a6c28",8,"""Ballas"""
"101a6c30",24,"""Grove Street Families"""
"101a6c48",20,"""Los Santos Vagos"""
"101a6c5c",16,"""San Fierro Rifa"""
"101a6c6c",16,"""Da Nang Boys"""
"101a6c84",24,"""Mountain Cloud Triad"""
"101a6c9c",20,"""Varrio Los Aztecas"""
"101a6cb8",8,"""Gang 10"""
"101a6cc0",15,"""data/gangs.dat"""
"101a6cd0",76,"""[{}] Failed to locate {}. Using built-in default gang turf colours/weapons."""
"101a6d1c",43,"""[{}] Skipping malformed gangs.dat line: {}"""
"101a6d48",52,"""[{}] Skipping gangs.dat line with unknown city '{}'"""
"101a6d7c",62,"""[{}] Skipping gangs.dat line with invalid slot '{}' (city {})"""
"101a6dbc",57,"""[{}] Loaded {} gang rows across {} cities from gangs.dat"""
"101a6df8",38,"""[{}] Initializing Gang Wars system..."""
"101a6e20",47,"""[{}] Gang Wars system initialized successfully"""
"101a6e80",22,"""invalid stoi argument"""
"101a6e98",27,"""stoi argument out of range"""
"101a6ec4",28,"""Fail to schedule the chore!"""
"101a6ef8",61,"""This function cannot be called on a default constructed task"""
"101a6f60",15,"""broken promise"""
"101a6f70",25,"""future already retrieved"""
"101a6f8c",26,"""promise already satisfied"""
"101a6fa8",12,"""no state"""
"101a6fdc",7,"""future"""
"101a6fe8",25,"""[{}] graph not found: {}"""
"101a7004",37,"""[{}] graph has an unsupported format"""
"101a702c",35,"""[{}] graph node section is corrupt"""
"101a7050",35,"""[{}] graph edge section is corrupt"""
"101a7074",39,"""[{}] graph car-link section is corrupt"""
"101a709c",47,"""[{}] graph loaded: {} nodes, {} directed edges"""
"101a70cc",8,"""[{}] {}"""
"101a70d4",40,"""[{}] FLA radar traces applied, count={}"""
"101a70fc",44,"""[{}] FLA radar traces not applied, count={}"""
"101a7128",16,""" handleCounter="""
"101a7138",15,""" traceCounter="""
"101a7148",28,"""target blip rejected: slot="""
"101a7164",11,""" display=0"""
"101a7170",7,""" pos=("""
"101a7178",28,"""target blip accepted: slot="""
"101a7194",8,"""%.1f km"""
"101a719c",7,"""%.0f m"""
"101a71a4",34,"""[{}] route calculation failed: {}"""
"101a71c8",56,"""[{}] route calculation failed with an unknown exception"""
"101a7200",11,""" distance="""
"101a720c",20,"""route found points="""
"101a7220",16,"""route not found"""
"101a7230",11,""") target=("""
"101a723c",22,"""request route start=("""
"101a7254",43,"""[{}] failed to start route calculation: {}"""
"101a7280",65,"""[{}] failed to start route calculation with an unknown exception"""
"101a72c4",28,"""render skipped: no route"""
"101a72e0",23,"""rendered route points="""
"101a72f8",40,"""draw hook installed after game process"""
"101a7320",28,"""waiting for player vehicle"""
"101a733c",43,"""waiting for map waypoint, targetBlipIndex="""
"101a7368",40,"""target waypoint reached, clearing blip"""
"101a7394",9,"""FEATURES"""
"101a73a0",27,"""data\\pecore_gps_graph.pegg"""
"101a73bc",10,"""GraphPath"""
"101a73c8",6,"""Debug"""
"101a73d0",25,"""EnableProximityAutoClear"""
"101a73ec",19,"""EnableDistanceText"""
"101a7400",18,"""EnableScissorClip"""
"101a7414",10,"""LineWidth"""
"101a7420",23,"""ProximityClearDistance"""
"101a7438",11,"""RadarClipX"""
"101a7444",16,"""RadarClipBottom"""
"101a7454",14,"""RadarClipSize"""
"101a7464",17,"""RadarClipPadding"""
"101a7478",16,"""RadarClipExpand"""
"101a7488",21,"""RadarClipLinePadding"""
"101a74a0",8,"""LineRed"""
"101a74a8",10,"""LineGreen"""
"101a74b4",9,"""LineBlue"""
"101a74c0",10,"""LineAlpha"""
"101a74cc",17,"""[{}] initialized"""
"101a78b0",7,"""IplExt"""
"101a78b8",15,"""%f %f %f %f %d"""
"101a78c8",61,"""[{}] Parsed airport: pos=({}, {}) dir={} radius={} region={}"""
"101a7908",39,"""[{}] Skipped malformed arpt line: '{}'"""
"101a7930",33,"""%f %f %f %d %f %f %f %d %d %d %f"""
"101a7958",76,"""[{}] Parsed scrollbar: pos=({}, {}, {}) type={} color=({}, {}, {}) scale={}"""
"101a79a4",39,"""[{}] Skipped malformed scrl line: '{}'"""
"101a79cc",33,"""%f %f %f %f %f %d %d %d %d %f %f"""
"101a79f0",84,"""[{}] Parsed clock: pos=({}, {}, {}) type={} color=({}, {}, {}) drawDist={} scale={}"""
"101a7a44",39,"""[{}] Skipped malformed cloc line: '{}'"""
"101a7a6c",45,"""%f %f %f %f %f %f %d %d %d %d %d %d %f %f %f"""
"101a7aa0",75,"""[{}] Parsed crusher: pos=({}, {}, {}) heading={} fields={} hasCrushZone={}"""
"101a7aec",61,"""[{}] Skipped malformed crsh line ({} fields, need >=4): '{}'"""
"101a7b2c",27,"""%d , %f , %f , %f , %d, %d"""
"101a7b48",18,"""%d %f %f %f %d %d"""
"101a7b5c",41,"""[{}] Skipped malformed pickup line: '{}'"""
"101a7b88",62,"""[{}] Parsed pickup: model={} pos=({}, {}, {}) type={} ammo={}"""
"101a7bc8",75,"""[{}] Parsed {} airports, {} scrollbars, {} clocks, {} crushers, {} pickups"""
"101a7c18",68,"""[{}] Hooked LoadLine at 0x5B8722 / 0x5B8A0F, LoadPickup at 0x5B47B0"""
"101a7c5c",61,"""[{}] IPL section parser installed (arpt/scrl/cloc/crsh/pick)"""
"101a7cd8",16,"""TransparentMenu"""
"101a7ce8",128,"""[{}] Transparent menu patches applied (CHudDraw/RsMouseSetPos hooks installed, frontend background and scaling patches written)"""
"101a7ed4",6,"""Pager"""
