entry,name,size
0050cae0,Camera::TakeControlWithSpline,39
0050cb10,Camera::UpdateAimingCoors,29
0050cb30,Cam::DoCamBump,34
0050cb60,Camera::SetCamCollisionVarDataSet,46
0050cbf0,Camera::SetColVarsAimWeapon,69
0050cc50,Camera::SetColVarsPed,70
0050cca0,Camera::SetColVarsVehicle,116
0050cd30,Camera::CameraGenericModeSpecialCases,68
0050cda0,Camera::CameraPedAimModeSpecialCases,64
0050cde0,Camera::CameraVehicleModeSpecialCases,155
0050ce80,Camera::IsExtraEntityToIgnore,47
0050cef0,Camera::ResetDuckingSystem,171
0050cfa0,Camera::HandleCameraMotionForDucking,230
0050d090,Camera::HandleCameraMotionForDuckingDuringAim,205
0050d160,Camera::VectorMoveLinear,106
0050d1d0,Camera::VectorTrackLinear,106
0050d280,Camera::LerpFOV,72
0050d2d0,Camera::InitialiseScriptableComponents,5
0050d350,Camera::ProcessVectorTrackLinear,223
0050d430,Camera::ProcessVectorMoveLinear,223
0050d510,Camera::ProcessFOVLerp,113
0050d7a0,Cam::CacheLastSettingsDWCineyCam,182
0050d860,HandShaker::Reset,198
0050d930,HandShaker::Process,1079
0050dd70,Cam::Finalise_DW_CineyCams,771
0050e490,Cam::Init,14
0050e6d0,IdleCam::Init,129
0050e760,IdleCam::FinaliseIdleCamera,890
0050eae0,IdleCam::GetLookAtPositionOnTarget,100
0050eb50,IdleCam::SetTargetPlayer,27
0050eb70,Cam::Process_1rstPersonPedOnPC,2156
0050f3f0,Cam::Process_Editor,1387
0050f970,Cam::Process_FollowPedWithMouse,3144
005105c0,Cam::Process_M16_1stPerson,5492
00511b50,Cam::Process_Rocket,1463
00512110,Cam::Process_WheelCam,1995
00512b10,Cam::Process_AttachedCam,977
00513510,Cam::Process_Cam_TwoPlayer_Separate_Cars,1744
00513be0,Cam::Process_Cam_TwoPlayer_Separate_Cars_TopDown,601
00513e40,Cam::Get_TwoPlayer_AimVector,13
00514860,Camera::DrawBordersForWideScreen,240
00514950,Camera::FinishCutscene,29
00514970,Camera::Find3rdPersonCamTargetVector,13
00514b80,Camera::CalculateGroundHeight,470
00514d60,Camera::CalculateFrustumPlanes,886
005150e0,Camera::CalculateDerivedValues,283
00515200,Camera::StartTransition,15
00515bd0,Camera::CCamera::UpdateSoundDistances,431
005161a0,Cam::GetLookFromLampPostPos,600
00516440,Camera::ProcessVectorTrackLinear,87
005164a0,Camera::ProcessVectorMoveLinear,87
00516500,Camera::ProcessFOVLerp,87
00516560,Camera::ProcessJiggle,1394
00516b00,Camera::GetRoughDistanceToGround,29
00516b20,Camera::ImproveNearClip,1542
00517130,Cam::GetCoreDataForDWCineyCamMode,6
00517330,HandShaker::SetDefaults,192
00517400,Cam::IsTimeToExitThisDWCineyCamMode,245
00517500,Cam::Process_SpecialFixedForSyphon,553
00517730,Cam::Constructor,12
00517760,IdleCam::CIdleCam,12
00517770,IdleCam::IsTargetValid,241
00517870,IdleCam::ProcessTargetSelection,366
005179e0,IdleCam::ProcessSlerp,513
00517bf0,IdleCam::ProcessFOVZoom,670
00517ea0,Cam::Process_1stPerson,1630
00518500,Cam::ProcessArrestCamOne,3364
00519250,Cam::ProcessPedsDeadBaby,1459
00519810,Cam::Process_Cam_TwoPlayer_InCarAndShooting,3126
0051a450,Camera::Constructor,266
0051a560,Camera::SetCameraUpForMirror,58
0051a5a0,Camera::RestoreCameraAfterMirror,35
0051a5d0,Camera::ConeCastCollisionResolve,275
0051a740,Cam::Process_DW_HeliChaseCam,6
0051b120,Cam::Process_DW_CamManCam,6
0051b850,Cam::Process_DW_BirdyCam,2550
0051c250,Cam::Process_DW_PlaneSpotterCam,6
0051c760,Cam::Process_DW_PlaneCam1,1226
0051cc30,Cam::Process_DW_PlaneCam2,6
0051d100,Cam::Process_DW_PlaneCam3,729
0051d3e0,IdleCam::Run,143
0051d470,Cam::Process_Fixed,754
0051e560,Camera::TryToStartNewCamMode,6
00520190,Camera::CameraColDetAndReact,1271
00520690,Cam::LookBehind,1961
00520e40,Cam::LookRight,37
00521500,Cam::Process_AimWeapon,6004
00522c80,IdleCam::Process,181
00522d40,Cam::Process_FollowPed_SA,12
005245b0,Cam::Process_FollowCar_SA,13
00525e50,Cam::Process_Cam_TwoPlayer,2406
00526fc0,Cam::Process,3405
00527fa0,Camera::CamControl,2856
0052b730,Camera::Process,5716
0052cd90,Clock::Initialise,66
0052cde0,Clock::NormaliseGameClock,195
0052ceb0,Clock::GetGameClockMinutesUntil,46
0052cee0,Clock::GetIsTimeInRange,16
0052cf10,Clock::Update,272
0052d020,Clock::StoreClock,66
0052d070,Clock::RestoreClock,59
0052d0b0,Clock::OffsetClockByADay,150
0052d150,Clock::SetGameClock,63
0052d1e0,ControllerConfigManager::GetJoyButtonJustDown,30
0052d200,ControllerConfigManager::SaveSettings,88
0052d260,ControllerConfigManager::InitialiseControllerActionNameArray,1996
0052dab0,ControllerConfigManager::UpdateJoyInConfigMenus_ButtonDown,268
0052dc20,ControllerConfigManager::UpdateJoyInConfigMenus_ButtonUp,270
0052dd90,ControllerConfigManager::ClearSimButtonPressCheckers,32
0052ddb0,ControllerConfigManager::GetIsKeyboardKeyDown,1455
0052e450,ControllerConfigManager::GetIsKeyboardKeyJustDown,11
0052ef30,ControllerConfigManager::GetIsMouseButtonDown,198
0052f020,ControllerConfigManager::GetIsMouseButtonUp,198
0052f2f0,ControllerConfigManager::GetActionType,71
0052f390,ControllerConfigManager::GetControllerSettingTextMouse,163
0052f450,ControllerConfigManager::GetControllerSettingTextJoystick,69
0052f4f0,ControllerConfigManager::GetControllerKeyAssociatedWithAction,21
0052f510,ControllerConfigManager::UpdateJoyButtonState,50
0052f550,ControllerConfigManager::GetIsActionAButtonCombo,5
0052f560,ControllerConfigManager::GetButtonComboText,30
0052f580,ControllerConfigManager::GetMouseButtonAssociatedWithAction,16
0052f590,ControllerConfigManager::SetMouseButtonAssociatedWithAction,18
0052f5f0,ControllerConfigManager::ResetSettingOrder,244
0052f6f0,ControllerConfigManager::InitDefaultControlConfigMouse,183
0052f7b0,ControllerConfigManager::AffectControllerStateOn_ButtonDown_Driving,552
0052f9e0,ControllerConfigManager::AffectControllerStateOn_ButtonDown_FirstPersonOnly,62
0052fa20,ControllerConfigManager::AffectControllerStateOn_ButtonDown_ThirdPersonOnly,139
0052fab0,ControllerConfigManager::AffectControllerStateOn_ButtonDown_FirstAndThirdPersonOnly,494
0052fca0,ControllerConfigManager::AffectControllerStateOn_ButtonDown_AllStates,116
0052fd40,ControllerConfigManager::AffectControllerStateOn_ButtonUp_All_Player_States,47
0052fd70,ControllerConfigManager::ClearSettingsAssociatedWithAction,143
0052fe10,ControllerConfigManager::GetControllerSettingTextKeyBoard,13
005303d0,ControllerConfigManager::GetGxtStringOfCommandKeys,187
00530490,ControllerConfigManager::SetControllerKeyAssociatedWithAction,110
00530500,ControllerConfigManager::MakeControllerActionsBlank,41
00530530,ControllerConfigManager::LoadSettings,262
00530640,ControllerConfigManager::InitDefaultControlConfiguration,10
00530b00,ControllerConfigManager::InitDefaultControlConfigJoyPad,848
00530ed0,ControllerConfigManager::UpdateJoy_ButtonDown,394
00531070,ControllerConfigManager::AffectControllerStateOn_ButtonUp,127
00531140,ControllerConfigManager::AffectPadFromKeyBoard,863
005314a0,ControllerConfigManager::AffectPadFromMouse,459
00531670,ControllerConfigManager::DeleteMatchingCommonControls,165
00531730,ControllerConfigManager::DeleteMatching3rdPersonControls,369
005318c0,ControllerConfigManager::DeleteMatching1rst3rdPersonControls,255
005319d0,ControllerConfigManager::DeleteMatchingVehicleControls,473
00531bc0,ControllerConfigManager::DeleteMatchingVehicle_3rdPersonControls,70
00531c20,ControllerConfigManager::DeleteMatching1rstPersonControls,85
00531c90,ControllerConfigManager::DeleteMatchingActionInitiators,348
00531e20,ControllerConfigManager::GetControllerSettingTextWithOrderNumber,97
00531ee0,ControllerConfigManager::Constructor,60
00531f20,ControllerConfigManager::ReinitControls,16
00531fc0,Crime::FindImmediateDetectionRange,47
00532010,Crime::ReportCrime,541
00532260,Debug::DebugDisplayTextBuffer,1
00532290,Directory::Constructor,13
005322a0,Directory::Constructor,41
005322d0,Directory::Destructor,20
005322f0,Directory::Init,24
00532310,Directory::AddItem,61
00532350,Directory::ReadDirFile,183
00532450,Directory::FindItem,77
005324a0,Directory::FindItem,42
005324d0,Directory::FindItem,96
00536f80,FileLoader::LoadLine,96
00536fe0,FileLoader::LoadLine,114
005370a0,RwHelper::GetNameAndDamage,172
005371f0,FileLoader::LoadAtomicFile,145
005372d0,FileLoader::LoadClumpFile,281
00537450,FileLoader::FinishLoadClumpFile,86
00537580,FileLoader::LoadCollisionModel,7
00537990,FileLoader::LoadCarGenerator,128
00537ae0,FileLoader::LoadCollisionModelVer4,506
00537ce0,FileLoader::LoadCollisionModelVer3,506
00537ee0,FileLoader::LoadCollisionModelVer2,32
00538090,FileLoader::LoadObjectInstance,941
00538440,FileLoader::LoadCollisionFile,562
00538690,FileLoader::LoadObjectInstance,92
005386f0,FileMgr::Initialise,51
00538730,FileMgr::ChangeDir,22
005387d0,FileMgr::SetDir,134
00538860,FileMgr::SetDirMyDocuments,38
00538890,FileMgr::LoadFile,97
00538900,FileMgr::OpenFile,5
00538910,FileMgr::OpenFileForWriting,19
00538950,FileMgr::Read,26
00538970,FileMgr::Write,26
00538990,FileMgr::Seek,29
005389b0,FileMgr::ReadLine,29
005389d0,FileMgr::CloseFile,5
005389e0,FileMgr::GetTotalSize,63
00538a50,FileMgr::GetErrorReadWrite,11
00538b30,Fire::Initialise,99
00538bc0,FireManager::Init,841
00538f10,FireManager::GetNumOfNonScriptFires,37
00538f40,FireManager::FindNearestFire,1011
00539360,Fire::CreateFxSysForStrength,22
005393f0,Fire::Extinguish,93
00539450,FireManager::ExtinguishPoint,106
005394c0,FireManager::ExtinguishPointWithWater,530
005396e0,FireManager::IsScriptFireExtinguished,18
00539700,FireManager::RemoveScriptFire,29
00539720,FireManager::RemoveAllScriptFires,114
005397a0,FireManager::ClearAllScriptFireFlags,15
005397e0,FireManager::GetScriptFireCoords,15
005397f0,FireManager::GetNumFiresInRange,101
00539860,FireManager::GetNumFiresInArea,1116
00539ce0,CreepingFire::Update,48
00539d10,FireManager::DestroyAllFxSystems,54
00539d50,FireManager::CreateAllFxSystems,50
00539da0,FireManager::Constructor,34
00539dd0,FireManager::Shutdown,113
00539e50,FireManager::GetNextFreeFire,176
00539f00,FireManager::StartFire,325
0053a050,FireManager::StartFire,23
0053a270,FireManager::StartScriptFire,469
0053a450,CreepingFire::TryToStartFireAtCoors,281
0053a570,Fire::ProcessFire,2445
0053af00,FireManager::Update,3009
0053bb50,Game::InitialiseOnceBeforeRW,33
0053bb80,Game::ShutdownRenderWare,172
0053bc30,Game::FinalShutdown,42
0053bc80,Game::Initialise,101
0053bcf0,Game::ReInitGameObjectVariables,475
0053bee0,Game::Process,940
0053c4a0,Game::CanSeeOutSideFromCurrArea,14
0053c4b0,Game::CanSeeWaterFromCurrArea,23
0053c500,Game::TidyUpMemory,43
0053c550,Game::ShutDownForRestart,293
0053c680,Game::InitialiseWhenRestarting,394
0053c810,Game::DrasticTidyUpMemory,23
0053c900,Game::Shutdown,499
0053cb00,General::LimitAngle,69
0053cb50,General::LimitRadianAngle,121
0053cbe0,General::GetRadianAngleBetweenPoints,132
0053cc70,General::GetATanOfXY,326
0053cdc0,General::GetNodeHeadingFromVector,103
0053ce30,General::SolveQuadratic,103
0053cea0,General::GetAngleBetweenPoints,35
0053cfa0,LoadMonitor::Constructor,122
0053d030,LoadMonitor::BeginFrame,21
0053d050,LoadMonitor::StartTimer,20
0053d070,LoadMonitor::EndTimer,34
0053d0b0,LoadMonitor::EndFrame,971
0053ded0,LoadingScreen::LoadingScreen,27
0053e600,Draw::DoFade,353
0053ed30,ModelIndices::TestModelIndices,1
0053ef80,ControllerState::Clear,98
0053eff0,ControllerState::CheckForInput,153
0053f090,KeyboardState::Clear,327
0053f1e0,Pad::ClearKeyBoardHistory,30
0053f200,Pad::SetTouched,12
0053f210,Pad::GetTouchedTimeDelta,12
0053f270,MouseControllerState::CheckForInput,85
0053f3c0,Pad::UpdateMouse,363
0053f530,Pad::ReconcileTwoControllersInput,986
0053f910,Pad::StartShake,10
0053f920,Pad::StartShake,5
0053f9a0,Pad::StartShake_Distance,195
0053fb50,Pad::StopShaking,3
0053fb80,Pad::GetSteeringLeftRight,49
0053fbd0,Pad::GetSteeringUpDown,38
0053fc10,Pad::GetCarGunUpDown,56
0053fc50,Pad::GetCarGunLeftRight,56
0053fc90,Pad::GetPedWalkLeftRight,37
0053fd30,Pad::GetPedWalkUpDown,38
0053fdd0,Pad::GetLookLeft,63
0053fe10,Pad::GetLookRight,63
0053fe70,Pad::GetLookBehindForCar,70
0053fec0,Pad::GetLookBehindForPed,22
0053fee0,Pad::GetHorn,59
0053ff30,Pad::HornJustDown,70
0053ff70,Pad::GetHydraulicJump,22
0053ff90,Pad::GetCarGunFired,76
0053ffe0,Pad::CarGunJustDown,92
00540040,Pad::GetHandBrake,48
00540080,Pad::GetBrake,55
005400d0,Pad::GetExitVehicle,60
00540120,Pad::ExitVehicleJustDown,8
00540180,Pad::GetWeapon,187
00540250,Pad::WeaponJustDown,224
00540340,Pad::GetMeleeAttack,71
00540390,Pad::MeleeAttackJustDown,87
005403f0,Pad::GetAccelerate,57
005404f0,Pad::IsPhaseEqual11,45
00540530,Pad::CPad::sub_540530,82
005405b0,Pad::NextStationJustUp,36
005405e0,Pad::LastStationJustUp,36
00540610,Pad::CycleWeaponLeftJustDown,46
00540640,Pad::CycleWeaponRightJustDown,46
00540670,Pad::GetTarget,52
005406b0,Pad::GetEnterTargeting,71
00540700,Pad::GetDuck,32
00540720,Pad::DuckJustDown,46
00540750,Pad::GetJump,32
00540770,Pad::JumpJustDown,46
005407a0,Pad::GetSprint,50
005407f0,Pad::SprintJustDown,69
00540850,Pad::ShiftTargetLeftJustDown,36
00540880,Pad::ShiftTargetRightJustDown,36
005408b0,Pad::GetDisplayVitalStats,152
00540950,Pad::GetAnaloguePadUp,6
00540980,Pad::GetAnaloguePadDown,40
005409b0,Pad::GetAnaloguePadLeft,39
005409e0,Pad::GetAnaloguePadRight,39
00540a70,Pad::CollectPickupJustDown,83
00540ae0,Pad::GetForceCameraBehindPlayer,59
00540b30,Pad::SniperZoomIn,64
00540b80,Pad::SniperZoomOut,64
00540bd0,Pad::LookAroundLeftRight,234
00540cc0,Pad::LookAroundUpDown,247
00540dc0,Pad::GetPedWalkLeftRight,83
00540e20,Pad::GetPedWalkUpDown,84
00541040,Pad::AimWeaponLeftRight,128
005410c0,Pad::AimWeaponUpDown,140
00541190,Pad::GetGroupControlForward,22
005411b0,Pad::GetGroupControlBack,22
005411d0,Pad::ConversationYesJustDown,36
00541200,Pad::ConversationNoJustDown,36
00541330,common::LittleTest,6
00541490,Pad::GetCurrentKeyPressed,1483
00541a70,Pad::Clear,351
00541bd0,Pad::ClearMouseHistory,108
00541c40,Pad::Update,286
00541d70,Pad::CPad::StopPadsShaking,1
00541d90,Pad::Initialise,56
00541dd0,Pad::CPad::UpdatePads,7
0054ece0,common::TransformPoint,64
0054ee30,common::TransformVectors,97
0054eea0,common::TransformVectors,5
0054eef0,common::TransformPoints,79
0054ef40,SimpleTransform::CSimpleTransform::UpdateRwMatrix,77
0054ef90,SimpleTransform::CSimpleTransform::Invert,60
0054f1b0,SimpleTransform::CSimpleTransform::UpdateMatrix,42
0054ff60,Pools::GetPedRef,44
00550020,Pools::GetObjectRef,44
00550080,Pools::MakeSureSlotInObjectPoolIsEmpty,227
00550f10,Pools::Initialise,990
00551950,Pools::CheckPoolsEmpty,160
005519f0,Pools::ShutDown,885
005531e0,Renderer::RenderFadingInEntities,129
00553220,Renderer::RenderFadingInUnderwaterEntities,15
00553260,Renderer::RenderOneNonRoad,260
005534b0,Renderer::AddEntityToRenderList,16
00553540,Renderer::SetupScanLists,139
00553710,Renderer::AddToLodRenderList,38
00553770,Renderer::ProcessLodRenderLists,356
00553910,Renderer::PreRender,246
00553a10,Renderer::RenderRoads,144
00553aa0,Renderer::RenderEverythingBarRoads,592
00553d00,Renderer::RenderFirstPersonVehicle,187
00553e40,Renderer::SetupLightingForEntity,9
00553f60,Renderer::SetupMapEntityVisibility,714
00554230,Renderer::SetupEntityVisibility,1055
00554650,Renderer::SetupBigBuildingVisibility,495
00554c60,Renderer::GetObjectsInFrustum,586
00554eb0,Renderer::ShouldModelBeStreamed,234
00554fe0,Renderer::ScanWorld,1687
00555680,Renderer::CRenderer::ScanPtrList_RequestModels,24
005556e0,Renderer::ConstructRenderList,529
00555900,Renderer::ScanSectorList_RequestModels,87
00555960,Renderer::RequestObjectsInFrustum,839
00555cb0,Renderer::RequestObjectsInDirection,256
00555dc0,Ropes::Init,33
00555df0,Ropes::SetSpeedOfTopNode,76
00555e40,Ropes::FindCoorsAlongRope,308
00555f80,Ropes::IsCarriedByRope,45
00556000,Ropes::FindRope,11
00556030,Rope::ReleasePickedUpObject,58
00556070,Rope::CreateHookObjectForRope,292
005561b0,Rope::UpdateWeightInRope,1435
00556780,Rope::Remove,114
00556800,Rope::Render,440
00556ae0,Ropes::Render,39
00556b10,Ropes::Shutdown,6
00556b40,Ropes::RegisterRope,2511
00557530,Rope::Update,6014
00558d10,Ropes::CreateRopeForSwatPed,91
00558d70,Ropes::Update,49
00558e40,Stats::GetStatValue,33
00558ec0,Stats::CStats::PopulateFavoriteRadioStationList,189
00558f90,Stats::GetFullFavoriteRadioStationList,6
00558fa0,Stats::CStats::FindMostFavoriteRadioStation,106
00559010,Stats::CStats::FindLeastFavoriteRadioStation,110
00559080,Stats::FindCriminalRatingNumber,339
005591e0,Stats::GetPercentageProgress,68
00559230,Stats::CStats::BuildStatLine,671
00559540,Stats::ConvertToMins,28
00559560,Stats::ConvertToSecs,43
005595f0,Stats::CheckForThreshold,56
00559630,Stats::IsStatCapped,247
00559760,Stats::CStats::CheckForStatsMessage,247
00559860,Stats::CStats::LoadStatUpdateConditions,326
005599b0,Stats::LoadActionReactionStats,146
00559a50,Stats::FindMaxNumberOfGroupMembers,156
00559af0,Stats::CStats::GetFatAndMuscleModifier,1129
00559fa0,Stats::DecrementStat,204
0055a070,Stats::SetStatValue,56
0055a0b0,Stats::RegisterFastestTime,174
0055a160,Stats::RegisterBestPosition,174
0055a210,Stats::CStats::FindCriminalRatingString,1385
0055a780,Stats::CStats::ConstructStatLine,5
0055b900,Stats::ProcessReactionStatsOnIncrement,128
0055b980,Stats::DisplayScriptStatUpdateMessage,427
0055bc50,Stats::CStats::UpdateRespectStat,716
0055bf20,Stats::CStats::UpdateSexAppealStat,385
0055c0c0,Stats::Init,180
0055c180,Stats::IncrementStat,649
0055c410,Stats::SetNewRecordStat,5
0055c470,Stats::CStats::UpdateFatAndMuscleStats,491
0055c660,Stats::UpdateStatsWhenSprinting,139
0055c6f0,Stats::UpdateStatsWhenRunning,139
0055c990,Stats::CStats::UpdateStatsWhenSwimming,293
0055cac0,Stats::CStats::UpdateStatsWhenDriving,319
0055cc00,Stats::CStats::UpdateStatsWhenFlying,338
0055cd60,Stats::UpdateStatsWhenOnMotorBike,325
0055ceb0,Stats::CStats::UpdateStatsWhenWeaponHit,228
0055cfc0,Stats::CStats::UpdateStatsOnRespawn,107
0055d030,Stats::CStats::UpdateStatsAddToHealth,88
0055d090,Stats::ModifyStat,46
0055d0e0,SurfaceInfos_c::SurfaceInfos_c::LoadAdhesiveLimits,314
0055d220,SurfaceInfos_c::GetSurfaceIdFromName,11
0055e5c0,SurfaceInfos_c::GetAdhesionGroup,14
0055e600,SurfaceInfos_c::GetWetMultiplier,44
0055e630,SurfaceInfos_c::GetSkidmarkType,23
0055e650,SurfaceInfos_c::GetFrictionEffect,23
0055e670,SurfaceInfos_c::GetBulletFx,23
0055e690,SurfaceInfos_c::IsSoftLanding,23
0055e6b0,SurfaceInfos_c::IsSeeThrough,23
0055e6d0,SurfaceInfos_c::IsShootThrough,23
0055e6f0,SurfaceInfos_c::IsSand,23
0055e710,SurfaceInfos_c::IsWater,23
0055e730,SurfaceInfos_c::IsShallowWater,21
0055e750,SurfaceInfos_c::IsBeach,23
0055e770,SurfaceInfos_c::IsSteepSlope,23
0055e790,SurfaceInfos_c::IsGlass,23
0055e7b0,SurfaceInfos_c::IsStairs,23
0055e7d0,SurfaceInfos_c::IsSkateable,23
0055e7f0,SurfaceInfos_c::IsPavement,23
0055e810,SurfaceInfos_c::GetRoughness,23
0055e870,SurfaceInfos_c::CantSprintOn,23
0055e890,SurfaceInfos_c::LeavesFootsteps,23
0055e8b0,SurfaceInfos_c::ProducesFootDust,23
0055e8d0,SurfaceInfos_c::MakesCarDirty,20
0055e8f0,SurfaceInfos_c::MakesCarClean,20
0055e910,SurfaceInfos_c::CreatesWheelGrass,22
0055e930,SurfaceInfos_c::CreatesWheelGravel,23
0055e950,SurfaceInfos_c::CreatesWheelMud,23
0055e970,SurfaceInfos_c::CreatesWheelDust,23
0055e990,SurfaceInfos_c::CreatesWheelSand,23
0055e9b0,SurfaceInfos_c::CreatesWheelSpray,23
0055e9d0,SurfaceInfos_c::CreatesPlants,23
0055e9f0,SurfaceInfos_c::CreatesObjects,23
0055ea10,SurfaceInfos_c::CanClimb,23
0055ea30,SurfaceInfos_c::IsAudioConcrete,23
0055ea50,SurfaceInfos_c::IsAudioGrass,23
0055ea70,SurfaceInfos_c::IsAudioSand,23
0055ea90,SurfaceInfos_c::IsAudioGravel,23
0055eab0,SurfaceInfos_c::IsAudioWood,23
0055ead0,SurfaceInfos_c::IsAudioWater,23
0055eaf0,SurfaceInfos_c::IsAudioMetal,21
0055eb10,SurfaceInfos_c::IsAudioLongGrass,23
0055eb30,SurfaceInfos_c::IsAudioTile,23
0055eb50,SurfaceInfos_c::GetAdhesiveLimit,52
0055eb90,SurfaceInfos_c::SurfaceInfos_c::LoadSurfaceInfos,1814
0055f2b0,SurfaceInfos_c::SurfaceInfos_c::LoadSurfaceAudioInfos,360
0055f420,SurfaceInfos_c::Init,23
0055fec0,TimeCycle::StartExtraColour,12
0055ff20,TimeCycle::StopExtraColour,29
0055ff40,TimeCycle::AddOne,140
0055ffd0,TimeCycle::FindTimeCycleBox,518
005601e0,TimeCycle::Shutdown,1
005601f0,TimeCycle::InitForRestart,21
00560330,TimeCycle::GetAmbientRed,13
00560340,TimeCycle::GetAmbientGreen,13
00560350,TimeCycle::GetAmbientBlue,13
00560360,TimeCycle::GetAmbientRed_Obj,7
00560370,TimeCycle::GetAmbientGreen_Obj,7
00560380,TimeCycle::GetAmbientBlue_Obj,7
00560390,TimeCycle::GetAmbientRed_BeforeBrightness,13
005603a0,TimeCycle::GetAmbientGreen_BeforeBrightness,13
005603b0,TimeCycle::GetAmbientBlue_BeforeBrightness,13
005603d0,TimeCycle::CalcColoursForPoint,5139
005616e0,TimeCycle::FindFarClipForCoors,125
00561760,TimeCycle::Update,54
005617c0,Timer::GetMillisecondTime,8
005617e0,Timer::Initialise,7
005618c0,Timer::Shutdown,8
005618d0,Timer::UpdateVariables,246
005619d0,Timer::Suspend,43
00561a00,Timer::Resume,62
00561a40,Timer::GetCyclesPerMillisecond,6
00561a80,Timer::GetCurrentTimeInCycles,28
00561aa0,Timer::Stop,43
00561ad0,Timer::GetIsSlowMotionActive,25
00561af0,Timer::StartUserPause,8
00561b00,Timer::EndUserPause,8
00561b10,Timer::Update,351
00561c70,Wanted::InitialiseStaticVariables,28
00561c90,Wanted::UpdateWantedLevel,473
00561e70,Wanted::SetMaximumWantedLevel,159
00561f40,Wanted::AreSwatRequired,21
00561f60,Wanted::AreFbiRequired,21
00561f80,Wanted::AreArmyRequired,21
00561fa0,Wanted::NumOfHelisRequired,36
00561fe0,Wanted::ClearQdCrimes,8
00562000,Wanted::AddCrimeToQ,273
00562120,Wanted::ReportCrimeNow,382
00562300,Wanted::RemovePursuitCop,42
00562330,Wanted::IsInPursuit,39
00562360,Wanted::UpdateEachFrame,41
00562390,Wanted::Initialise,107
00562400,Wanted::Reset,5
00562410,Wanted::RegisterCrime,30
00562430,Wanted::RegisterCrime_Immediately,54
00562470,Wanted::SetWantedLevel,166
00562540,Wanted::CheatWantedLevel,44
00562570,Wanted::SetWantedLevelNoDrop,40
005625a0,Wanted::ClearWantedLevelAndGoOnParole,72
005625f0,Wanted::WorkOutPolicePresence,355
00562760,Wanted::UpdateCrimesQ,102
005627d0,Wanted::IsClosestCop,804
00562b00,Wanted::ComputePursuitCopToDisplace,21
00562c10,Wanted::RemovePursuitCop,41
00562c40,Wanted::RemoveExcessPursuitCops,66
00562c90,Wanted::Update,694
00562f60,Wanted::CanCopJoinPursuit,73
00562fb0,Wanted::CanCopJoinPursuit,166
00563060,Wanted::SetPursuitCop,134
005631c0,World::ResetLineTestOptions,28
005631e0,World::Initialise,57
00563220,World::Add,92
00563280,World::Remove,35
005632b0,World::CWorld::ProcessVerticalLineSectorList,210
00563430,World::ProcessPedsAfterPreRender,53
00563470,World::ClearScanCodes,5
00563500,World::CWorld::FindObjectsInRangeSectorList,186
005635c0,World::CWorld::FindObjectsOfTypeInRangeSectorList,206
00563950,World::CWorld::TestForBuildingsOnTopOfEachOther,127
00563a80,World::CallOffChaseForAreaSectorListVehicles,629
00563d00,World::CallOffChaseForAreaSectorListPeds,538
00563f40,World::CameraToIgnoreThisObject,27
00563fa0,World::FindPlayerSlotWithPedPointer,36
00563fd0,World::FindPlayerSlotWithVehiclePointer,36
00564000,World::CWorld::FindPlayerSlotWithVehiclePointer,49
00564050,World::ShutDown,780
00564360,World::ClearForRestart,184
00564500,World::ProcessVerticalLineSector,242
005647f0,World::ProcessAttachedEntities,372
00564970,World::CWorld::GetIsLineOfSightSectorListClear,28
00564a20,World::FindObjectsInRange,583
00564c70,World::FindObjectsOfTypeInRange,608
00564ed0,World::FindLodOfTypeInRange,294
00565000,World::CWorld::FindObjectsKindaCollidingSectorList,211
005650e0,World::CWorld::FindObjectsIntersectingCubeSectorList,279
00565200,World::CWorld::FindObjectsIntersectingAngledCollisionBoxSectorList,40
00565450,World::CWorld::FindNearestObjectOfTypeSectorList,180
00565510,World::RemoveReferencesToDeletedObject,247
00565610,World::SetPedsOnFire,483
00565800,World::SetPedsChoking,493
005659f0,World::SetCarsOnFire,380
00565b70,World::SprayPaintWorld,316
005660b0,World::UseDetonator,131
005664a0,World::TestForBuildingsOnTopOfEachOther,97
00566510,World::TestForUnusedModels,248
00566610,World::ClearCarsFromArea,475
005667f0,World::ClearPedsFromArea,246
005668f0,World::SetAllCarsCanBeDamaged,83
00566950,World::ExtinguishAllCarFiresInArea,8
00566a60,World::CallOffChaseForArea,429
00566c10,World::StopAllLawEnforcersInTheirTracks,120
00566c90,World::FindUnsuspectingTargetCar,270
00566da0,World::FindUnsuspectingTargetPed,315
00566ee0,World::CWorld::ProcessLineOfSightSectorList,1521
005674e0,World::ProcessVerticalLine,12
00567750,World::CWorld::TriggerExplosionSectorList,3382
005684a0,World::Process,2587
00568ad0,World::GetIsLineOfSightSectorClear,175
00568b80,World::FindObjectsKindaColliding,583
00568dd0,World::FindObjectsIntersectingCube,540
00568ff0,World::FindObjectsIntersectingAngledCollisionBox,575
00569240,World::FindMissionEntitiesIntersectingCube,425
005693f0,World::FindNearestObjectOfType,604
00569660,World::FindGroundZForCoord,52
005696c0,World::FindGroundZFor3DCoord,137
00569750,World::FindRoofZFor3DCoord,158
00569e20,World::TestSphereAgainstWorld,683
0056a0d0,World::ClearExcitingStuffFromArea,8
0056a490,World::GetIsLineOfSightClear,4407
0056b5e0,World::ProcessLineOfSightSector,15
0056b790,World::TriggerExplosion,379
0056b910,World::SetWorldOnFire,163
